Ns	time/s	cycle number	Ecell/V	I/mA	Q charge/mA.h	Q discharge/mA.h	Temperature/°C	
0	1,830000086920336E+003	0,000000000000000E+000	3,3479786E+000	1,0000968E+004	5,083464351732312E+003	0,000000000000000E+000	2,6453068E+001
0	1,860000088345259E+003	0,000000000000000E+000	3,3478997E+000	1,0000180E+004	5,166798664611544E+003	0,000000000000000E+000	2,6294964E+001
0	1,890000089770183E+003	0,000000000000000E+000	3,3478997E+000	9,9988008E+003	5,250132959300672E+003	0,000000000000000E+000	2,6374014E+001
0	1,920000091195107E+003	0,000000000000000E+000	3,3478997E+000	9,9997852E+003	5,333467377246636E+003	0,000000000000000E+000	2,6089426E+001
0	1,950000092620030E+003	0,000000000000000E+000	3,3479393E+000	1,0000180E+004	5,416801798558485E+003	0,000000000000000E+000	2,6279154E+001
0	1,980000094044954E+003	0,000000000000000E+000	3,3478210E+000	1,0000573E+004	5,500136135266384E+003	0,000000000000000E+000	2,6366110E+001
0	2,010000095469877E+003	0,000000000000000E+000	3,3478210E+000	9,9995889E+003	5,583470468997396E+003	0,000000000000000E+000	2,6152670E+001
0	2,040000096894801E+003	0,000000000000000E+000	3,3476634E+000	1,0001952E+004	5,666804665157878E+003	0,000000000000000E+000	2,6208006E+001
0	2,070000098319724E+003	0,000000000000000E+000	3,3477027E+000	1,0000376E+004	5,750139001918403E+003	0,000000000000000E+000	2,6215910E+001
0	2,100000099744648E+003	0,000000000000000E+000	3,3477817E+000	9,9995889E+003	5,833473229056532E+003	0,000000000000000E+000	2,6192196E+001
0	2,130000101169571E+003	0,000000000000000E+000	3,3477817E+000	1,0001361E+004	5,916807498972981E+003	0,000000000000000E+000	2,6374014E+001
0	2,160000102594495E+003	0,000000000000000E+000	3,3477423E+000	9,9993916E+003	6,000141820225694E+003	0,000000000000000E+000	2,6358204E+001
0	2,190000104019418E+003	0,000000000000000E+000	3,3477027E+000	9,9995889E+003	6,083476203741861E+003	0,000000000000000E+000	2,6516308E+001
0	2,220000105444342E+003	0,000000000000000E+000	3,3475847E+000	9,9986035E+003	6,166810436724175E+003	0,000000000000000E+000	2,6294964E+001
0	2,250000106869265E+003	0,000000000000000E+000	3,3476634E+000	1,0000968E+004	6,250144729465603E+003	0,000000000000000E+000	2,6342394E+001
0	2,280000108294189E+003	0,000000000000000E+000	3,3476241E+000	1,0000771E+004	6,333478969641384E+003	0,000000000000000E+000	2,6279154E+001
0	2,310000109719113E+003	0,000000000000000E+000	3,3477027E+000	1,0000968E+004	6,416813401153428E+003	0,000000000000000E+000	2,6326584E+001
0	2,340000111144036E+003	0,000000000000000E+000	3,3475058E+000	9,9997852E+003	6,500147798688150E+003	0,000000000000000E+000	2,6302868E+001
0	2,370000112568960E+003	0,000000000000000E+000	3,3476634E+000	9,9993916E+003	6,583482144893120E+003	0,000000000000000E+000	2,6294964E+001
0	2,400000113993883E+003	0,000000000000000E+000	3,3475847E+000	1,0001164E+004	6,666816582624782E+003	0,000000000000000E+000	2,6476782E+001
0	2,430000115418807E+003	0,000000000000000E+000	3,3475454E+000	9,9995889E+003	6,750151031155599E+003	0,000000000000000E+000	2,6405634E+001
0	2,460000116843730E+003	0,000000000000000E+000	3,3476634E+000	1,0000180E+004	6,833485462418077E+003	0,000000000000000E+000	2,6342394E+001
0	2,490000118268654E+003	0,000000000000000E+000	3,3475847E+000	1,0001952E+004	6,916819937787544E+003	0,000000000000000E+000	2,6397732E+001
0	2,520000119693577E+003	0,000000000000000E+000	3,3475454E+000	1,0000180E+004	7,000154535532769E+003	0,000000000000000E+000	2,6366110E+001
0	2,550000121118501E+003	0,000000000000000E+000	3,3475058E+000	1,0000573E+004	7,083489016941189E+003	0,000000000000000E+000	2,6318678E+001
0	2,580000122543424E+003	0,000000000000000E+000	3,3475058E+000	1,0001361E+004	7,166823275301107E+003	0,000000000000000E+000	2,6366110E+001
0	2,610000123968348E+003	0,000000000000000E+000	3,3475058E+000	9,9993916E+003	7,250157857706164E+003	0,000000000000000E+000	2,6397732E+001
0	2,640000125393271E+003	0,000000000000000E+000	3,3475847E+000	1,0000376E+004	7,333492671776802E+003	0,000000000000000E+000	2,6413542E+001
0	2,670000126818195E+003	0,000000000000000E+000	3,3475454E+000	9,9986035E+003	7,416827547731121E+003	0,000000000000000E+000	2,6476782E+001
0	2,700000128243119E+003	0,000000000000000E+000	3,3475454E+000	1,0000968E+004	7,500162295950522E+003	0,000000000000000E+000	2,6492592E+001
0	2,730000129668042E+003	0,000000000000000E+000	3,3474271E+000	9,9982100E+003	7,583496927611221E+003	0,000000000000000E+000	2,6666506E+001
0	2,760000131092966E+003	0,000000000000000E+000	3,3474665E+000	1,0001952E+004	7,666831624598525E+003	0,000000000000000E+000	2,6460972E+001
